timestamp_secs,measured_kW
1700005877,4091.42
1700006477,4112.76
1700007077,4220.04
1700007677,3975.67
1700008277,3767.78
1700008877,3774.13
1700009477,3489.16
1700010077,3682.47
1700010677,3798.99
1700011277,3564.65
1700011877,3715.65
1700012477,3339.36
1700013077,3711.89
1700013677,3663.38
1700014277,3563.56
1700014877,3468.17
1700015477,3603.86
1700016077,3695.74
1700016677,3588.75
1700017277,3562.82
1700017877,3467.43
1700018477,3626.18
1700019077,3528.57
1700019677,3539.27
1700020277,3461.39
1700020877,3461.64
1700021477,3561.27
1700022077,3564.10
1700022677,3536.61
1700023277,3591.04
1700023877,3781.93
1700024477,3859.39
1700025077,3782.50
1700025677,3815.39
1700026277,3747.90
1700026877,3819.66
1700027477,4283.99
1700028077,3930.31
1700028677,3951.76
1700029277,3922.37
1700029877,3501.88
1700030477,3809.78
1700031077,3830.00
1700031677,4526.56
1700032277,4443.18
1700032877,3736.45
1700033477,3929.40
1700034077,3906.94
1700034677,3982.22
1700035277,3752.06
1700035877,3649.51
1700036477,3764.69
1700037077,3850.20
1700037677,4093.80
1700038277,4179.07
1700038877,4203.21
1700039477,4052.61
1700040077,4143.61
1700040677,3930.95
1700041277,4187.90
1700041877,4176.04
1700042477,4007.95
1700043077,4148.89
1700043677,3904.55
1700044277,3885.51
1700044877,3906.61
1700045477,3945.25
1700046077,3986.03
1700046677,4037.87
1700047277,4032.75
1700047877,3968.47
1700048477,3900.87
1700049077,3919.26
1700049677,3829.17
1700050277,3865.59
1700050877,4108.65
1700051477,3973.74
1700052077,3811.18
1700052677,3893.75
1700053277,4061.51
1700053877,3963.08
1700054477,3718.25
1700055077,3828.55
1700055677,3847.02
1700056277,3686.30
1700056877,3636.75
1700057477,4009.56
1700058077,3815.25
1700058677,3754.82
1700059277,3651.12
1700059877,3940.02
1700060477,3683.99
1700061077,3536.19
1700061677,3460.50
1700062277,3518.76
1700062877,3590.59
1700063477,3709.92
1700064077,3557.49
1700064677,3620.17
1700065277,3739.19
1700065877,3673.50
1700066477,3540.95
1700067077,3743.11
1700067677,3730.66
1700068277,3566.56
1700068877,3632.31
1700069477,3640.34
1700070077,3472.45
1700070677,3637.01
1700071277,3555.76
1700071877,3586.40
1700072477,3668.81
1700073077,3854.15
1700073677,3883.54
1700074277,3642.49
1700074877,3812.41
1700075477,3770.36
1700076077,3755.70
1700076677,3570.26
1700077277,3610.37
1700077877,3591.00
1700078477,3568.14
1700079077,3540.73
1700079677,3507.28
1700080277,3391.25
1700080877,3642.04
1700081477,3608.29
1700082077,3858.83
1700082677,3880.81
1700083277,3891.63
1700083877,3857.72
1700084477,3849.61
1700085077,3836.92
1700085677,3825.34
1700086277,3849.94
1700086877,3590.61
1700087477,3995.10
1700088077,3803.07
1700088677,3311.93
1700089277,4934.50
1700089877,4905.97
1700090477,4786.23
1700091077,4757.77
1700091677,4908.46
1700092277,5104.44
1700092877,5091.57
1700093477,4858.68
1700094077,4963.01
1700094677,5036.88
1700095277,4930.88
1700095877,3583.60
1700096477,3658.48
1700097077,3545.80
1700097677,3741.27
1700098277,3629.77
1700098877,3685.56
1700099477,3609.75
1700100077,3797.16
1700100677,3648.11
1700101277,3607.12
1700101877,3638.43
1700102477,3653.11
1700103077,3629.11
1700103677,3569.22
1700104277,3662.97
1700104877,3554.71
1700105477,3496.60
1700106077,3556.99
1700106677,3791.33
1700107277,3376.06
1700107877,3476.60
1700108477,3320.75
1700109077,3341.40
1700109677,3294.24
1700110277,3272.38
1700110877,3340.09
